article_id,title,region,written_date,manner_temperature,price,content,chat_count
466704430,맥북프로13 m1 8g 256g 팝니다,동구 화정동,끌올6시간전,50.8°C,"950,000원","풀박스이며 상태 좋습니다
투명 케이스도 드립니다",관심2|채팅1|조회137
474812397,2019 맥북프로 16인치 CTO (512/32) + 애케플 리퍼 가능 + 윈도우 부트캠프 가능,관악구 봉천동,6시간전,41.0°C,150만원,"2019 맥북프로 CTO 16인치 풀박스입니다 (하드512, 램32). 13인치를 더 자주 사용해서 정리합니다.
윈도우 OS 부트캠프 가능한 버전입니다. 윈도우 겸하시는 분들께 추천드립니다. (현 M1, M2 맥북은 부트캠프 불가능)
애케플 회수 차감하시고 상하판 교체하시면 새제품으로 사용하실 수 있으십니다. 아직 한번도 차감한 적 없으며 기간은 2023년 11월까지입니다.
서울대입구역 2번출구에서 거래 가능합니다.",관심2|채팅0|조회48
471216862,(새제품)애플 맥북 에어,광산구 월계동,끌올6시간전,39.2°C,117만원,"7월 말에 구매함
원가 139만원 22만원 인하 판매
*쿨거래 대환영
*사용 1번도 하지 않은 새제품입니다
*환불 안됩니다
*작동해보시고 구매하셔도 됩니다",관심0|채팅0|조회93
418104523,맥북프로 터치바 고급형,마포구 염리동,끌올6시간전,36.8°C,"720,000원","맥북프로 터치바 2017 실버 판매합니다. (13인치)
프로세서: 3.1 GHz Intel core i5
메모리: 16GB 2133 MHz LPDDR3
그래픽: Intel lris Plus Graphics  ***-****-**** MB
 (운영 정책에 의한 URL 자동 숨김) 
​
2018년 3월 제조
배터리 싸이클:91 (상승중)
   박스는 원래 박스말고 다른 맥북프로 박스 있는데 조금 더럽지만 가져가시려면 드릴수 있어요!",관심12|채팅2|조회639
473589608,M1 Pro 맥북 프로 14인치 스그 고급형 캐어플 팝니다.,도봉구 창동,끌올6시간전,40.0°C,270만원,"M1 Pro 맥북 프로 14인치 스그 고급형 10코어 CPU 16코어 GPU 1TB SSD 캐어플 포함 팝니다. (명의 이전 가능)
보증기간 2025년 08월 15일까지입니다.
풀박스 구성이고 하판에 보호필름도 붙여놓고 사용해서 흠집없이 깨끗합니다.
배터리 싸이클은 15입니다. (초기화 중 소폭 증가 가능)
가격은 270만입니다.
캐어플 제외 시 245만입니다.
직거래 / 택배거래 가능합니다.
직거래 시 1호선 녹천역 부근 또는 도봉구 덕릉로 63가길 42 세븐일레븐 앞에서 가능합니다.
택배 거래 시 무반품 조건으로 제가 택배비 부담하겠습니다만 고가 제품이라 직거래를 선호합니다.
연락주세요~",관심2|채팅0|조회76
473741413,맥북프로 2017 15.4인치 최고사양 3.1ghz i7 / Ram 16gb / SSD 1tb 매직마우스 2 포함,안양시 만안구 안양8동,끌올6시간전,36.5°C,"850,000원","맥북프로 2017 15.4인치
3.1ghz i7 / Ram 16gb / SSD1 tb 
매직마우스2 포함입니다.
눈에 보이는 구도는 최대한 다찍었습니다
케이스 씌어놔서 상태 깔끔하구요
당시 최고사양이라 구매가 400이넘습니다.
배터리 사이클 230회정도이고 6시간 정도인것같습니다.
필요하시면 파우치도 드려요.
많은 문의바랍니다.
직거래는 안양역, 명학역, 범계역에서 합니다!",관심3|채팅0|조회71
474800952,맥북프로 13인치 2013 late,고양시 덕양구 도내동,6시간전,39.4°C,"250,000원","맥북프로 13인치 2013 late
메모리 8기가
하드 256 SSD
최대충전용량 5565
사이클 179
액정보호필름 부착, 액정, 외관 상태 모두 좋아요.
충전기 있습니다.
플라스틱 트레이 없는 박스 있습니다.",관심1|채팅0|조회12
473666386,맥북 프로 14인치 M1 Max 32gpu / 64gb ram / 1TB 실버 미개봉,동구 좌천동,끌올6시간전,42.0°C,410만원,"M1 Max 14인치 32gpu / 64gb ram / 1TB 실버 미개봉
m1 max ssd 빼고 풀옵션 사양
공홈가 498만원입니다.
모라역 2번출구에서 
직거래만 합니다 채팅주세요",관심1|채팅0|조회24
471380833,맥북프로 m1 기본형,성남시 수정구 창곡동,끌올6시간전,35.1°C,"903,000원",당근에서 구매했구 기기변경으로 판매합니다,관심2|채팅0|조회144
460943465,맥북 2019 16인치 고급형,동작구 신대방제2동,끌올6시간전,40.5°C,140만원,"깔끔하게 사용한 맥북 판매합니다 
박스 그대로 있고 사용하던 충전기도 같이 드립니다!
배터리사이클, 생활긁힘 사진에 같이 있어요!
추가로 궁금하신 부분은 챗 주세여",관심3|채팅1|조회181
447607392,맥북프로 2019 13인치 고급형 MV962KH/A 팝니다,종로구 창신동,끌올6시간전,39.9°C,"880,000원","맥북프로 2019 13인치 고급형 MV962KH/A 
잘사용하지않아 팝니다 
당시 220만원대에 구매하였습니다
풀박스이고 구성품이였던 충전기 다 드립니다
편하게 연락주세요 ㅎㅎ",관심1|채팅1|조회139
474808412,맥북 에어 m1 램 16gb / 256gb 민트급,남양주시 진접읍,6시간전,36.7°C,115만원,"개발용 코딩 연습용으로 산 맥북 에어입니다~!
위아래 보호 필름 붙이고 써서 진짜 깨끗하구요. 윗면 보호필음에 스티커를 붙이고 사용하다가 팔려고 윗 보호필름은 땠습니다! 
조금 쓰다가 직장에서 맥북 프로를 주는 바람에 계속 방치해 두다가 팝니닷!
거래는 주말에만 직거래로 가능하고! 네고는 사양하겠습니다 ㅎㅎ 감사합니다!",관심0|채팅0|조회28
474827906,맥북프로,창녕군 남지읍,6시간전,36.8°C,"500,000원",잘사용하지않아 내놓습니다 생활기스좀있구요 작동잘됩니다 충전기다들어있구 무선마우스랑패드는 그냥드립니다 맥북가방도있어요 작업하시는분이나 필요하신분있으면 바로연락주세요,관심0|채팅0|조회27
458695283,맥북프로 16인치 2019 인텔코어i9 1T,성북구 길음동,끌올6시간전,36.5°C,160만원,"지인분이 2020년 3월 구매한것을 21년 6월에 선물받아 쓰고 있어요
너무나 고사양 제품
맥북프로 16인치
프로세서 2.3 Ghz 8코어 인텔코어 i9
내외관 특 sss급
보호필름으로 둘러쌓았고 사무실서 주로 문서작업만 함
부트캠프 되는 마지막 인텔 cpu제품
애플과 윈도우를 동시에 쓰면서 참 재미있었습니다
사무실에 고성능 데스크탑피씨가 새로 놓여져
휴대성 좋은 노트북으로 옮기려고 내놓습니다
풀박스이구요 쓰던 파우치도 드릴께요
2년밖에 안된제품 반값도 안되게 내놓습니다
어여 최상의 맥북프로 겟하셔요",관심11|채팅1|조회298
473280432,미개봉 신형 2022 맥북 프로 13  M2 스페이스 그레이,강남구 청담동,끌올6시간전,39.9°C,148만원,"미개봉 신형 2022 맥북 프로 13  M2 스페이스 그레이
스페이스그레이 
GPU 10코어 256GB 8GB
직거래는 청담역 8번출구에서 가능해요.
택배거래는 택배비 별도입니다",관심2|채팅0|조회84
474806055,미개봉 맥북 에어 13 실버 m1 256g 16g 새상품,수성구 황금동,6시간전,36.9°C,125만원,"- 예약은 당일만 가능, 당근페이로만 거래함
- 택배, 퀵서비스 X
- 10,000원 입금 후에 예약 가능하며,
직거래 시 예약금을 뺀  124만원만 입금하시면 됨
- 당장 온다고 해도 예약금 입금없으면 거래 안 함
- 현금거래 안 함, 계좌번호 노출X, 당근페이만 받음
- 네고, 할인요청, 가격제안 시 답변 안 하고 차단함
- 제조연월 22.07.
- 미개봉, 새상품, 애케플 가입 가능
- ssd 256gb, ram 16gb
- 구입 후 발생하는 문제는 서비스센터로 문의
- 직거래 시, ssd와 ram 용량 확인 시켜드리고 잔금처리 완료되면 물건 넘겨드림
- 직거래할 때 네고 요청, 노쇼, 사전 연락없이 10분 이상 늦을 경우 거래 취소되며 예약금 환불 없음
- 판매자는 보통 15분 전에 약속장소로 출발하기 때문에 늦을 땐 약속시간 20분 전에 연락 바람
- 거래장소는 황금지구대 앞이며, 주소는 대구 수성구 청수로 245",관심3|채팅0|조회40
453845059,맥북프로 A1278 13인치 12년형. 21만원,관악구 중앙동,끌올6시간전,43.3°C,"164,000원","매킨토시 입문용 13인치
맥북프로 A1278 (2012년)
거의 사용하지 않아 상태 A급이며 흠집 전혀없음
(기본 문서, 인터넷, 사진 작업 등 가능) 
사양: 사진참조
거래 :직거래 서울대입구 근처",관심3|채팅0|조회124
472715897,"맥북프로 2013, 13인치 맥북",금정구 남산동,4일전,38.3°C,"90,000원","맥북 프로 2013과 13인치 맥북은 상태가 양호하지만, 화면이 깨지고 절반도 안 되는 게 문제입니다. 장애물, 결함 또는 긁힘이 없습니다(스크린 제외, 최대 절반으로 부서짐). 모니터에 연결하여 사용할 수 있습니다. 사주세요",관심2|채팅1|조회117
474795385,"14인치 맥북 프로 M1 PRO 고급형 16GB, 1TB MKGQ3KH 미개봉 새제품",수원시 권선구 금곡동,6시간전,40.5°C,262만원,"14인치 맥북 프로 판매합니다. 미개봉 새제품입니다. 맥북 택배박스도 있습니다.
모델명 MKGQ3KH/A 입니다.  스페이스 그레이 색상입니다
애플 공홈 가격 336만원입니다.
제조일자 2022년 8월이며 개봉 후 최초 부팅부터 1년 보증됩니다.
아래는 다나와에서 검색한 MKGQ3KH/A 상세 스펙입니다
APPLE 2021 맥북프로14 MKGQ3KH/A (16GB, SSD 1TB)
상세 스펙
노트북 / 운영체제(OS): macOS Monterey / 일반유통상품 / 용도: 그래픽작업용 , 사무/인강용 /
화면정보 35.97cm(14.2인치) / 3024x1964 /  (운영 정책에 의한 URL 자동 숨김)  지원 / 1000nit / 주사율: 120Hz / miniLED / 트루톤 /
프로세서 애플(ARM) / 실리콘 M1 PRO / APL1103 / 10코어(8+2) /
메모리 매모리 용량: 16GB / 메모리 교체: 불가능 /
저장장치 SSD / 1TB /
그래픽 내장그래픽 / M1 PRO 16 core /
네트워크 무선랜: 802.11ax(Wi-Fi 6) /
영상입출력 HDMI / 웹캠(FHD) /
단자 썬더볼트4: 3개(USB-C겸용) / USB 4.0 / SD카드 /
부가기능 지문 인식 / 고속충전 / USB-PD / DP Alt Mode /
입력장치 키보드 라이트 / ㅗ형 방향키 /
파워 배터리: 70Wh / 어댑터: 96W / 충전단자: MagSafe 3 /
주요제원 두께: 15.5mm / 무게: 1.6kg / 색상: 그레이 / 16코어 Neural Engine / 최대 200GB/s 메모리 대역폭 / 미디어 엔진 (디코딩+인코딩+ProRes) / 노치형 디스플레이 / 출시가: 3,360,000원
10코어에 16GPU 로 아실만한 분은 아시리라 생각합니다.",관심0|채팅0|조회10
469422802,맥북 에어2020,강남구 압구정동,끌올6시간전,45.8°C,"900,000원","-2020년형 모델입니다.
-골드색상이에요(로즈골드 같기도...)
-13인치, 사양은 사진 참고해주세요.
-실사용 : 50회 미만
-배터리 성능 : 보통
*중고거래 특성상 환불 불가합니다.",관심0|채팅0|조회122
474792251,맥북 에어 M2 스타라이트/8GB/256GB 팝니다,광주시 초월읍,6시간전,36.8°C,150만원,"8월30일날 코딩 공부용으로 구매했는데, 거의 쓸일이 없어서 판매 합니다.
파우치에 넣어놓고 거의 사용을 안해서 기스는 없습니다.
추가로 USB허브랑 로지텍 무선 마우스도 같이 드립니다.
많은 관심 부탁 드립니다!!!",관심0|채팅0|조회17
468444415,맥북 13인치 프로 m1 16G램 256G판,성남시 수정구 위례동,끌올6시간전,40.1°C,112만원,"박스는 없고요, 충전기와 본체만 있고 본체는 전체 필름 씌워져 있습니다. 
배터리 성능도 92프로고 42사이클 입니다. 
직거래는 위례입니다",관심3|채팅0|조회104
473528222,맥북프로 2014 mid 15.4인치 기본형(풀박스),화성시 산척동,끌올6시간전,39.0°C,"450,000원","사양
- 디스플레이: Retina 디스플레이(해상도 2880*1800)
-  (운영 정책에 의한 URL 자동 숨김)  2.2Ghz i7 프로세서
- 메모리: 16GB
- 저장장치: 256GB
- 입출력포트: 썬더볼트2 포트 2개(최대 20Gbps), USB3 포트 2개(최대 5Gbps), HDMI 포트 1개, SDXC카드 슬롯, 헤드폰 포트 등
구성품
- 맥북프로 본체
- 맥세이프
- 전원 연장 선
- 박스
- 요청시 드림: 사용하던 가죽 파우치, 키보드 스킨(새 것)
플러스 요소
- 사용 기간 대비 매우 준수한 외관
- 풀박스(박스 내 비닐 등의 구성품도 모두 있음)
- 요즘 맥북에는 없는 불 들어오는 사과
마이너스 요소
- 카메라 위 고무 재질 부분에 생긴 기스? 눌림? 자국
- 맥세이프에 있는 전원을 감기 위한 플라스틱 날개 부러짐
- 자세히 찾아보면 발견할 수 있는 작은 스크래치
2014년 11월에 구매하여 판매 직전까지 잘 사용했습니다.(세컨 아니고 제가 최초 사용자입니다)
외관 상태는 좋습니다만, 자세히 불빛 아래서 이리저리 돌려보면 작은 스크래치는 몇 개 있습니다.
또한 맥세이프에 전선을 감기 위하여 날개 같이 생긴 부분이 있는데, 그 중 하나가 부러져서 날개에 전선을 감지는 못합니다.(저는 맥세이프 몸통에 직접 감아서 사용했습니다)
사용 기간을 감안할 때 상태가 무척 준수하다고 생각해주시면 고맙겠습니다.
판매를 위한 다른 절차들은 잘 챙겼는데 배터리 사이클 확인을 깜빡하고 초기화를 했습니다.
꼭 필요하시다면 제가 초기 설정을 대충 마치고 확인해드릴수는 있습니다.
배터리가 부푸는 현상도 없었고 배터리 상태도 좋은 편이라고 생각합니다.
고화질 영상 편집 등의 하드한 작업만 아니면 지금도 충분히 현역으로 사용가능할거라 생각합니다.(세컨 컴퓨터로의 사용이 가장 적합) 
가격도 있고 전자 제품인 만큼, 직거래로 제품을 직접 확인하시고 구매하셨으면 좋겠습니다.",관심2|채팅0|조회52
474815092,맥북 에어 m2 스그 기본형 단순개봉급 판매합니다,성남시 수정구 위례동,6시간전,39.1°C,120만원,"맥북 에어 m2
애플케어플러스 가입 가능
단순개봉급
구성품 모두 제공
잔기스 사용감 없습니다",관심0|채팅0|조회28
473045967,맥북 2019 고급형 애케플 2023년8월 팝니다 교환가능,달서구 유천동,끌올6시간전,41.0°C,"800,000원","맥북활용도가 떨어져서 판매합니다
박스풀
사진참고하시고
상판기스는 좀 있습니다
사용의문제는 없고 애케플 2023년 8월 21일까지 입니다
서피스프로,갤탭, 윈도우노트북 교환도 가능합니다
제가 추가금 해서도 가능",관심4|채팅1|조회99
473427002,맥북 판매합니다!,부천시 심곡3동,끌올6시간전,36.5°C,"850,000원","작년 5월에 구입하였고 넷플이나 유튭 보는데 주로 사용했구 생활 기스 조금 있습니다~
구성품은 충전기만 있네요ㅠㅠ^^",관심0|채팅0|조회43
466772010,맥북프로 2021 M1 PRO 16인치 스페이스그레이,강남구 삼성1동,끌올6시간전,49.4°C,240만원,"맥북프로 2021 M1 PRO 16인치 스페이스그레이
올해 5월 구입
배터리 사이클 9회
집에서 인터넷 강의 용으로 사용했습니다
애플 생태계에 적응이 어려워 판매합니다.
봉은사역 또는 코엑스 아셈타워 쪽에서 거래합니다.
구성 풀박스입니다.",관심7|채팅0|조회185
468415399,맥북+매직마우스2,강서구 방화동,끌올6시간전,45.8°C,"280,000원","맥북 12인치 팔아요. 사과 로고에 왠만하면 기스가 엄청생기는데 제꺼는 기스 하나없습니다. 외관 찍힘 기스 하나없어요.배터리 사이클도 101입니다. 사용 횟수 엄청적어요. 집에서 간단하게 유튜브 넷플릭스 시청만 했습니다. 8g 256기가입니다. 안쪽 터치 패드도 필름 붙여놨고 케이스도있어요. 같이 드립니다. 연락주세요.
28에 거래합니다. 매직마우스2 있는데 같이드려요.",관심6|채팅7|조회174
474787613,맥북프로14 기본형 팝니다 에케플 포함,청주시 청원구 주중동,7시간전,37.3°C,210만원,6월24일 구매 에케플포함 기스 하나없고 완전 새거 입니다 거이 사용 안했습니다  배터리싸이클7 입니다  스페이스그레이 박스포함 다있습니다 적응 실패로 팔아봅니다 ~,관심1|채팅0|조회31
470525631,뉴맥북 ealry2015 팝니다,노원구 월계3동,끌올6시간전,36.5°C,"360,000원","뉴맥북 ealry2015 실버 256기가
상태A급, (아주 미세한 스크래치 1건)
초반에 영화감상, 인터넷서치용으로 쓰다가
거의 사용 안한 맥북 입니다
석계 태릉 월곡 돌곶이쪽에서 직거래 가능 합니다
감사합니다",관심2|채팅0|조회162
451265427,M1 맥북프로13 고사양옵션 16GB/1TB 풀박스 판매합니다.,중구 중산동,끌올6시간전,42.0°C,170만원,"오래 쓸 생각으로 CTO주문하여 애지중지하며 사용하다가 16인치 맥북을 구매하여 판매합니다. 
8코어 CPU
8코어 GPU
16GB 램
1TB SSD
케이블, 어댑터, 설명서 구성품 풀박스입니다.
첫 개봉 시 보호 비닐까지 보존돼있습니다!
맥북 특유의 키보드 부분 약간의 번들거림 제외하면 외관 상태는 거의 신품입니다.
이외 궁금하신 점은 편하게 문의 부탁드립니다!",관심4|채팅2|조회365
474798109,미개봉 새상품 m2 맥북 프로 실버 16 256 판매합니다 ,강동구 성내제2동,6시간전,39.3°C,159만원,"미개봉 새상품
M2 맥북 프로 실버입니다
메모리 16   Ssd 256 입니다",관심5|채팅0|조회37
474810584,맥북 에어 M2 8gb/256gb 기본형,천안시 서북구 부성2동,6시간전,36.9°C,130만원,"10월 10일 개봉, 미드나이트
상태확인 후 새거상태로 포장해둠
하자 이런거 일절 없습니다. 딱히 필요 없는거 같아서 팔아요. 
네고 안받습니다. 구매 하실분만 연락주세요.",관심1|채팅0|조회46
474787613,맥북프로14 기본형 팝니다 에케플 포함,청주시 청원구 주중동,7시간전,37.3°C,210만원,6월24일 구매 에케플포함 기스 하나없고 완전 새거 입니다 거이 사용 안했습니다  배터리싸이클7 입니다  스페이스그레이 박스포함 다있습니다 적응 실패로 팔아봅니다 ~,관심1|채팅0|조회31
472633490,맥북 에어 m2 실버,노원구 상계6.7동,끌올6시간전,42.9°C,125만원,"맥북에어 m2 실버
보증기간 23.10 사이클 3회
노치부분에 경미한 기스가 있습니다. 
실제로는 티가 많이 안납니다.
회룡역 직거래합니다",관심4|채팅3|조회253
474815491,맥북 정품 슬리브 / 13인치,용인시 수지구 상현3동,6시간전,38.3°C,"90,000원","작년에 구매한 맥북13인치용 정품 슬리브입니다. 
맥북 16인치로 바꾸면서 필요없어져서 팔아요. 
직거래는 상현역에서 합니다",관심1|채팅0|조회13
469377103,맥북 프로 16 M1 Pro 미개봉 신품 판매합니다!,강남구 삼성동,끌올6시간전,40.4°C,270만원,"완전한 새 제품입니다!
M1 Pro/RAM 16/SSD 512 스페이스 그레이 연락 주세요!",관심3|채팅1|조회247
469376231,맥북 프로 16 M1 Pro 미개봉 신품 판매합니다!,서대문구 남가좌제1동,끌올6시간전,40.4°C,270만원,"완전한 새 제품입니다!
M1 Pro/RAM 16/SSD 512 스페이스 그레이 연락 주세요!",관심5|채팅1|조회175
463529164,고급형 맥북프로2013 가격내림,광산구 운남동,끌올7시간전,40.6°C,"450,000원","년식: 2013년
인치: 15인치
스펙: i7/  16기가램/  512ssd
외형: 년식대비 정말정말 깔끔합니다. 떨어짐이나 찍힘 없어요 원하시는 부분 따로 인증 가능합니다
충전기,파우치,무선마우스 같이 드려요
❗️스펙보시면 아시겠지만 빠릿빠릿하고 웬만한 프로그램 잘 돌아갑니다. 그리고 최근 맥북에는 안들어오는 사과에 불 들어옵니다.
음악작업용으로 사용하다가 그만둬서 처분합니다!",관심8|채팅1|조회491
450237901,맥북프로 17 13인치 RAM16 512G 풀박스,마포구 상수동,끌올7시간전,39.1°C,"800,000원","상태 A 풀박스 상품입니다. 
애플 공홈구매했습니다. 
램 16, 저장공간 512G로 업그레이드 한 제품입니다.
집에서만 사용했고 깨끗하게 잘 관리해서 쓰는 편이라 상태는 보증합니다. 
배터리는 작년 말에 애플케어 끝날 때 맞춰서 배터리 교체 진행했습니다. (사이클 2) 
키보드와 마우스도 블루투스 제품들만 사용해서 손이 거의 닿지 않았습니다. 
포멧도 완료한 상태라 상태 확인하시고 거래하시면 될 것 같습니다. 
저는 상위 제품으로 갈아타게 되어 내놓습니다. 
상태좋은 제품 업어가시고 쿨거시 네고 가능합니다. 
홍대, 합정, 상수역 부근에서 직거래합니다. 
감사합니다. :)",관심17|채팅0|조회265
469910436,뉴맥북2017 처분,시흥시 정왕동,끌올7시간전,39.4°C,"150,000원","처분해요
램8기가 12인치 로즈골드 기본형 256기가
클램쉘모드 잘됩니다
클램쉘용또는 부품용, 고쳐쓰실분
디스플레이찍힘으로 액정이 이상한화면뜰분
다켜지고요 정상적으로 쓰시려면 외부모니터연결모드인 클램쉘로쓰심됩니다
그외 다 정상이고
충전기가없구요 c핀으로그냥꽃아쓰셔도돼요
저렴하게올립니다
초기화해두었습니다
2017뉴맥북
처분",관심5|채팅1|조회374
456001717,3개 남음 아이노트 엑스폴딩터치 폴드 무선키보드 맥북.컴.아이폰.패드,강남구 역삼1동,끌올6시간전,37.2°C,"13,000원","새상품 
맥북.컴퓨터. 노트북. 핸드폰. 패드 등등
연결됩니다.
터치패드도 있어 
굉장히 편리합니다.
양재역.강남역.선릉역 직거래 가능.
배송비 별도",관심15|채팅2|조회338
464273173,맥북 에어 m1 램 16 SSD 256 스페이스그레이 미개봉,아산시 용화동,끌올7시간전,39.6°C,120만원,"쿠팡에서 구매했고 오늘 배송온 제품입니다.
미개봉제품 특성상 구매 후 개봉시 교환 및 환불 불가합니다.
직거래는 신용화동쪽에서 합니다.",관심4|채팅1|조회149
472712616,맥컬리 알루미늄  노트북 거치대 맥북 맥북프로 거치대,하남시 망월동,4일전,75.9°C,"20,000원","맥컬리 노트북 거치대 입니다.
박스 및 구성품 가지고 있습니다.
원하시면 분해해서 박스에 담아서 드립니다.
애플 맥북 제품과 잘 어울립니다.",관심2|채팅1|조회48
460433391,맥북프로 2015 (13인치),금천구 독산동,끌올7시간전,36.6°C,"270,000원","맥북프로 2015 팝니다.
스피커 한쪽이 하자가 있구요, 이어폰이나 스피커에 연결시에는 이상 없습니다.",관심7|채팅1|조회292
474780388,애플 맥북프로 13 실버 m1 8/256G,부산진구 부전동,7시간전,40.3°C,"890,000원","2021년 4월 19일 구매 했구용
깨끗하게 사용하였습니당 
상자랑 다 있구 풀세트에용 ㅎㅎ 
직거래 원해용
연락 주세용 !!❤️❤️
위치는 서면 1번가 입니당
환불 안되용 !!",관심2|채팅0|조회41
457571406,맥북프로 M1 터치바,동구 계림2동,끌올7시간전,99.0°C,"930,000원","1. 맥북프로 터치바 M1 256기가
- 실버색상
- cpu : m1
- ram : 8gb
- ssd : 256gb
- 풀박스
생활감 존재해서 저렴하게 올립니다.
네고시 차단합니다 네고하지마세요",관심22|채팅5|조회1038
472723219,M1 맥북 프로 2020 16GB 1TB 스페이스그레이,아산시 탕정면,끌올6시간전,36.9°C,145만원,"21년 1월에 공홈에서 구매하여 2월쯤 수령 후 대학생활용으로 사용하다 과에서 사용하는 프로그램을 돌리기 힘들어 판매합니다.
배터리나 외관 전부 신경쓰면서 사용해서 사용기간 대비 사이클 수 매우 적고 흠집 하나 있는 건 사진으로 첨부드립니다. 이외에 외관은 깔끔합니다. 외관 전신 필름 부착되어있고
초기화 완료 후 아무것도 손대지 않아 구매 후 바로 설정하시고 사용해주시면 됩니다!
거래는 제가 이동하는 쪽으로 하겠습니다.
궁금하신 점은 편하게 채팅 주세요☺️",관심4|채팅1|조회140
474798219,맥북 프로 M1 512기가,관악구 대학동,6시간전,36.5°C,105만원,"맥북 프로 13인치 M1
풀박스 8/512기가
애케플 : 2024년 6월 2일까지이며 사용 경험x
사이클 수는 141
사용감은 있으나 집에서만 사용했고 애케플도 있기에 큰 문제 없으실겁니다. 
기능이상 없고 애플 제품 다 처분하고자 합니다",관심4|채팅0|조회73
468273502,맥북 팔아요.,강서구 방화동,끌올6시간전,45.8°C,"280,000원","맥북 12인치 팔아요. 사과 로고에 왠만하면 기스가 엄청생기는데 제꺼는 기스 하나없습니다. 외관 찍힘 기스 하나없어요.배터리 사이클도 101입니다. 사용 횟수 엄청적어요. 집에서 간단하게 유튜브 넷플릭스 시청만 했습니다. 8g 256기가입니다. 안쪽 터치 패드도 필름 붙여놨고 케이스도있어요. 같이 드립니다. 연락주세요.
28에 거래합니다. 매직마우스2 있는데 같이드려요.",관심25|채팅2|조회637
474806527,맥북 프로13형2019년식+일바 마우스+매직마우스+매직 키보드+파우치,연제구 거제동,6시간전,36.4°C,125만원,"모델: 13형2019년식 맥북 프로 
200초반 주고 구입 했습니다. 
피피티 용도로만 사용 하였음 애플이 안맞아 다른 컴퓨터로 구매 하려고 팝니다 정말 애지중지 하게 사용하였고 이런 컨디션에 이런 가격 없습니다 ㅠㅠ
구성품:매직 마우스,일반 마우스,키보드,충전기,풀박스,파우치 구매 하시면 다 드립니다 직거래 선호 합니다. 연락주세요~",관심0|채팅0|조회60
469582368,맥북 11인치,마포구 용강동,끌올7시간전,64.7°C,"100,000원","2012년에 구매해서 6년간 딸이 중고딩 시절에 학업용으로 사용한 노트북입니다.
그 이후엔 그냥 제가 가끔 넷플릭스 볼때 사용한 정도구요~
충전기가 작동은 하지만 곧 망가질 상태라 저렴히 내놓아봅니다",관심8|채팅2|조회276
474799808,맥북프로 13인치 2013 late,은평구 응암동,6시간전,39.4°C,"250,000원","맥북프로 13인치 2013 late
메모리 8기가
하드 256 SSD
최대충전용량 5565
사이클 179
액정보호필름 부착, 액정, 외관 상태 모두 좋아요.
충전기 있습니다.
플라스틱 트레이 없는 박스 있습니다.",관심1|채팅0|조회25
471385263,맥북 프로(15.4인치) 팝니다,용인시 수지구 성복동,끌올7시간전,46.9°C,"150,000원","맥북 프로(15.4인치) 팝니다
2012~2014년 사이에 구매한것 같고
IOS가 익숙치 않아 부트캠프로 윈도우에서 사무 업무 용도로만 주로 사용했습니다
2018년 이후로 다른 노트북을 구매하여 집에 모셔두고 있다가 오늘 발견했네요
화면 이상없고 인터넷 잘 되구요
다만 외관은 생활 기스 조금 있구요 ,바닥면에 패킹이 하나 없네요
가볍게 사용하실 분들이 구매하시면 좋을거같고
네고 가능하며 성복역/롯데몰 근처에서 거래 희망합니다",관심4|채팅1|조회277
474778301,맥북 2015 13인치 매직마우스포함,안산시 상록구 본오3동,7시간전,37.3°C,"150,000원","상태 좋아요 불나오는 마지막 판입니다
매직마우스 정품충전기 포함입니다
잘사용되고 15만원에 쓰기 너무너무 좋습니다 맥북 갬성 잘나고 이쁘게 사용하세요",관심0|채팅0|조회25
381044456,20년 4월 구매한 맥북 프로 16인치 스페이스 그레이 기본형,성남시 분당구 야탑1동,끌올6시간전,42.9°C,128만3000원,"배터리 사이클 166 정도입니다. 배터리완충 상태로만 쓰면 안좋다길래 80까지 채우고 20에서 꼽고 이렇게 썼더니 사이클 수가 사용감에 비해 높네요
사무실에서 얌전히 사용하던 친구라 외관 이상 없습니다.
박스는 전부 있구요. 
거래시 케이스 + 부착식 이동형 스탠드 같이 드려요.",관심19|채팅4|조회558
176523364,mcm 파우치~ 노트북 맥북가능,군포시 산본동,끌올7시간전,50.4°C,"50,000원","맥북13인치사용가능 미사용 거의 신품급 브라운
사이즈 가로32 세로26 폭3.5cm 
앞뒤 스폰지재질로 도톰해요",관심3|채팅1|조회407
472712616,맥컬리 알루미늄  노트북 거치대 맥북 맥북프로 거치대,하남시 망월동,4일전,75.9°C,"20,000원","맥컬리 노트북 거치대 입니다.
박스 및 구성품 가지고 있습니다.
원하시면 분해해서 박스에 담아서 드립니다.
애플 맥북 제품과 잘 어울립니다.",관심2|채팅1|조회48
469928727,M1 pro 14인치 맥북프로,동작구 상도1동,끌올7시간전,37.7°C,195만원,"M1 pro 14인치 맥북프로
M1 pro 14인치 맥북프로
8코어 14gpu 512 16 스그 박풀
7월 27일 쿠팡 구매
8월중순-9월 중순 1달 단기 프로젝트 사용, 컨디션 아주 좋음",관심5|채팅1|조회190
